AC_NO,AC_NAME,NAME,PARTY,VOTES
67,Kichha,HARISH RAWAT,INC,38236
67,Kichha,RAJESH PRATAP SINGH,BSP,7754
67,Kichha,SANJAY SINGH,SP,459
67,Kichha,MOHD. JALEES,IND,405
67,Kichha,SANJAY GROVER,IND,254
67,Kichha,ANIL KUMAR SHARMA,IND,149
67,Kichha,None of the Above,NOTA,558
68,Sitarganj,SAURABH BAHUGUNA,BJP,50597
68,Sitarganj,MALTI  BISWAS,INC,22147
68,Sitarganj,NAVTEJ PAL SINGH,BSP,11892
68,Sitarganj,YOGENDRA KUMAR YADAV,SP,811
68,Sitarganj,BINDA BISWAS,IND,437
68,Sitarganj,MOBEEN ALI,IND,400
68,Sitarganj,ABDUL VAHEED,IND,178
68,Sitarganj,AKHTAYAR AHAMAD,IND,155
68,Sitarganj,HEM CHANDRA,UKD,136
68,Sitarganj,RAGHUVIR,BSS,127
68,Sitarganj,None of the Above,NOTA,580
69,Nanak matta,DR. PREM SINGH,BJP,42785
69,Nanak matta,GOPAL SINGH RANA,INC,33254
69,Nanak matta,SHISH RAM RANA,BSP,3174
69,Nanak matta,SUNEETA RANA,IND,1305
69,Nanak matta,RITA WATI,IND,899
69,Nanak matta,MAHESH CHANDRA,IND,386
69,Nanak matta,ANSUIYA,SP,228
69,Nanak matta,None of the Above,NOTA,808
70,Khatima,PUSHKAR SINGH DHAMI,BJP,29539
70,Khatima,BHUWAN CHANDRA KAPRI,INC,26830
70,Khatima,RAMESH SINGH RANA,BSP,17804
70,Khatima,DR. LALIT SINGH,IND,4516
70,Khatima,RAMESH CHANDRA RANA,IND,452
70,Khatima,ABDUL FAREED SIDDIQUI,UKD,269
70,Khatima,RAMESH KUMAR MAX,IND,215
70,Khatima,BHUWAL SINGH KUSHWAHA,BSS,156
70,Khatima,ANIL KUMAR RASTOGI,SHI,121
70,Khatima,VINOD BHATT,SP,115
70,Khatima,None of the Above,NOTA,890
