AC_NO,AC_NAME,NAME,PARTY,VOTES
96,Mansa ,JASKARAN SINGH KAHAN SINGH WALA,SADM,1519
96,Mansa ,BHUPINDER SINGH BIRVAL,BSP,1385
96,Mansa ,ANIL JONY,IND,879
96,Mansa ,MANGU SINGH,APP,472
96,Mansa ,None of the Above,NOTA,1253
97,Sardulgarh ,DILRAJ SINGH,SAD,59420
97,Sardulgarh ,AJIT INDER SINGH,INC,50563
97,Sardulgarh ,SUKHWINDER SINGH (BHOLA MANN),AAP,38102
97,Sardulgarh ,JASVEER SINGH,BSP,1188
97,Sardulgarh ,SURJIT SINGH,CPIML,995
97,Sardulgarh ,LAL CHAND,RMPI,836
97,Sardulgarh ,PARMINDER SINGH,AITC,646
97,Sardulgarh ,JASWANT SINGH,APP,434
97,Sardulgarh ,RAJINDER SINGH,SADM,416
97,Sardulgarh ,None of the Above,NOTA,1062
98,Budhlada ,BUDH RAM,AAP,52265
98,Budhlada ,RANJIT KAUR BHATTI,INC,50989
98,Budhlada ,NISHAN SINGH,SAD,50477
98,Budhlada ,KRISHAN SINGH,CPI,1986
98,Budhlada ,BHAGWANT SINGH SAMAO,CPIML,1601
98,Budhlada ,RANJIT SINGH,SADM,1383
98,Budhlada ,SHER SINGH,BSP,1074
98,Budhlada ,KALA SINGH,IND,651
98,Budhlada ,KIRPAL SINGH,APP,549
98,Budhlada ,LACHHMAN SINGH MAL SINGH WALA,AITC,491
98,Budhlada ,None of the Above,NOTA,778
99,Lehra,PARMINDER SINGH DHINDSA,SAD,65550
99,Lehra,RAJINDER KAUR BHATTAL,INC,38735
99,Lehra,JASVIR SINGH,AAP,25089
99,Lehra,RAM DASS,BSP,3284
99,Lehra,SHAM SINGH,IND,1582
99,Lehra,SATWANT SINGH,CPI,1201
99,Lehra,RAJ KUMAR,DSP,688
99,Lehra,BALDEV SINGH,IND,621
99,Lehra,GIAN SINGH,SADM,492
99,Lehra,None of the Above,NOTA,962
100,Dirba ,HARPAL SINGH CHEEMA,AAP,46434
100,Dirba ,AJAIB SINGH RATOLAN,INC,44789
100,Dirba ,GULZAR SINGH,SAD,44777
100,Dirba ,DARSHAN SINGH SIDHU,IND,2875
100,Dirba ,HARWINDER SINGH,BSP,2081
100,Dirba ,MANDEEP SINGH,SADM,1779
100,Dirba ,GHAMAND SINGH,CPIML,789
100,Dirba ,BIKAR SINGH,IND,630
100,Dirba ,JAGTAR SINGH,APP,369
100,Dirba ,None of the Above,NOTA,1147
101,Sunam ,AMAN ARORA,AAP,72815
101,Sunam ,GOBIND SINGH LONGOWAL,SAD,42508
101,Sunam ,DAAMAN THIND BAJWA,INC,30518
101,Sunam ,RAJINDER DEEPA,IND,3237
101,Sunam ,SAHBAJ SINGH DASKA,SADM,1041
101,Sunam ,LABH SINGH,IND,927
101,Sunam ,JARNAIL SINGH,CPIM,911
101,Sunam ,RAM SINGH,BSP,641
101,Sunam ,YADWINDER SINGH,IND,375
101,Sunam ,BINDER SINGH,IND,322
101,Sunam ,PARAMJEET KAUR,IND,203
101,Sunam ,RANDHIR SINGH,APP,190
101,Sunam ,None of the Above,NOTA,1718
102,Bhadaur ,PIRMAL SINGH DHAULA,AAP,57095
102,Bhadaur ,SANT BALVIR SINGH GHUNAS,SAD,36311
102,Bhadaur ,JOGINDER SINGH,INC,26615
102,Bhadaur ,PARAMJIT SINGH,SADM,2095
102,Bhadaur ,BAGGA SINGH,IND,1187
102,Bhadaur ,KARAMJIT SINGH,BSP,941
102,Bhadaur ,SAVARAN SINGH,CPIML,628
102,Bhadaur ,RAJINDER KAUR MEEMSA,IND,527
102,Bhadaur ,GORA SINGH,IND,468
102,Bhadaur ,JAGDEEP SINGH,CPIMLRS,376
102,Bhadaur ,GURMIT SINGH,APP,219
102,Bhadaur ,None of the Above,NOTA,836
103,Barnala ,GURMEET SINGH MEET HAHER,AAP,47606
103,Barnala ,KEWAL SINGH DHILLON,INC,45174
103,Barnala ,SURINDER PAL SINGH SIBIA,SAD,31111
103,Barnala ,SIMRANJIT SINGH MANN,SADM,5061
103,Barnala ,PARAMJIT KAUR,BSP,2369
103,Barnala ,GURKIMAT SINGH,AITC,941
103,Barnala ,MAHINDER SINGH,IND,411
103,Barnala ,JASPAL SINGH,BMP,336
103,Barnala ,RAJ KUMAR,IVD,254
103,Barnala ,None of the Above,NOTA,889
104,Mehal Kalan ,KULWANT SINGH PANDORI,AAP,57551
104,Mehal Kalan ,AJIT SINGH SHANT,SAD,30487
104,Mehal Kalan ,HARCHAND KAUR,INC,25688
104,Mehal Kalan ,MAKHAN SINGH,BSP,4922
104,Mehal Kalan ,GOBIND SINGH,IND,3183
104,Mehal Kalan ,KHUSIA SINGH,CPI,1177
104,Mehal Kalan ,GURMAIL SINGH,IND,892
104,Mehal Kalan ,DARBARA SINGH,IND,341
104,Mehal Kalan ,GURMIT SINGH,APP,306
104,Mehal Kalan ,SARABJIT SINGH,BMP,236
104,Mehal Kalan ,None of the Above,NOTA,924
105,Malerkotla ,RAZIA SULTANA,INC,58982
105,Malerkotla ,MOHAMMAD OWAIS,SAD,46280
105,Malerkotla ,MOHAMAD ARSHAD,AAP,17635
105,Malerkotla ,SHAMSHAD ALI,BSP,665
105,Malerkotla ,MAHMOOD AHMED THIND,IUML,524
105,Malerkotla ,DHARMINDER SINGH,IND,307
105,Malerkotla ,TANVEER AHMED,IND,302
105,Malerkotla ,PARVEEN NUSRAT,AITC,297
105,Malerkotla ,SAIFUL ISLAM,IND,267
105,Malerkotla ,MOHD MUKARRAM SAIFY,IND,203
105,Malerkotla ,MAKSOOD UL HAK,NCP,190
105,Malerkotla ,None of the Above,NOTA,603
106,Amargarh ,SURJIT SINGH DHIMAN,INC,50994
106,Amargarh ,IQBAL SINGH JHUNDAN,SAD,39115
106,Amargarh ,PROF. JASWANT SINGH GAJJANMAJRA,LIP,36063
106,Amargarh ,PRITAM SINGH,CPI,696
106,Amargarh ,DEVINDER KAUR CHAUNDA,IND,637
106,Amargarh ,GURDARSHAN SINGH,DSP,600
106,Amargarh ,KARNAIL SINGH,SADM,600
106,Amargarh ,MANJINDER SINGH,IND,578
106,Amargarh ,TARSEM SINGH,BSP,534
106,Amargarh ,KULWANT SINGH MOHALI,IND,349
106,Amargarh ,HAPRINDER SINGH,IND,286
106,Amargarh ,AMAR SINGH,IND,251
106,Amargarh ,None of the Above,NOTA,850
107,Dhuri ,DALVIR SINGH GOLDY,INC,49347
107,Dhuri ,JASVIR SINGH JASSI SEKHON,AAP,46536
107,Dhuri ,HARI SINGH,SAD,28611
107,Dhuri ,SURJIT SINGH KALABULA,SADM,1405
107,Dhuri ,BHOLA SINGH,BSP,1390
107,Dhuri ,TARSEM KUMAR,IND,474
107,Dhuri ,None of the Above,NOTA,662
108,Sangrur,VIJAY INDER SINGLA,INC,67310
108,Sangrur,DINESH BANSAL,AAP,36498
108,Sangrur,PARKASH CHAND GARG,SAD,34510
108,Sangrur,GURNAIB SINGH,SADM,1863
108,Sangrur,ATMA SINGH,BSP,939
108,Sangrur,MANJEET KAUR,IND,492
108,Sangrur,PARMINDER KAUR,APP,401
108,Sangrur,None of the Above,NOTA,768
109,Nabha,SADHU SINGH,INC,60861
109,Nabha,GURDEV SINGH DEV MANN,AAP,41866
109,Nabha,KABIR DASS,SAD,32482
109,Nabha,JEET RAM,IND,2689
109,Nabha,KASHMIR SINGH,CPI,1409
109,Nabha,JAGTAR SINGH,BSP,716
109,Nabha,JARNAIL SINGH,APP,612
109,Nabha,RANJIT KAUR THUHI,IND,517
109,Nabha,None of the Above,NOTA,1280
110,Patiala Rural,BRAHM MOHINDRA,INC,68891
110,Patiala Rural,KARANVIR SINGH TIWANA,AAP,41662
110,Patiala Rural,SATBIR SINGH KHATRA,SAD,30784
110,Patiala Rural,UTTAM SINGH BAGRI,CPI,1125
110,Patiala Rural,SUKH LAL,BSP,1119
110,Patiala Rural,SHAMINDER KAUR,APP,388
110,Patiala Rural,JASVIR KAUR,IND,297
110,Patiala Rural,RESHAM KAHLON,IND,280
110,Patiala Rural,JASBIR SINGH,IND,273
110,Patiala Rural,RANJIT KAUR,BGTD,245
110,Patiala Rural,SHANKAR BHARADWAJ,SHI,234
110,Patiala Rural,BHARATDEEP THAKUR,HSS,206
110,Patiala Rural,SOHAN LAL SHARMA,SAKP,155
110,Patiala Rural,None of the Above,NOTA,1009
111,Rajpura,HARDIAL SINGH KAMBOJ,INC,59107
111,Rajpura,ASHUTOSH JOSHI,AAP,26542
111,Rajpura,HARJIT SINGH GREWAL,BJP,19151
111,Rajpura,JAGDISH KUMAR,IND,15073
111,Rajpura,NIRMALJIT SINGH,IND,3939
111,Rajpura,RAVINDER JAIN,BSP,1126
111,Rajpura,SOBHA SINGH,SADM,684
111,Rajpura,MAHESH KUMAR,IND,443
111,Rajpura,DALBIR SINGH,IND,429
111,Rajpura,RAJINDER KUMAR,APP,282
111,Rajpura,SHER SINGH,JJJKP,271
111,Rajpura,None of the Above,NOTA,1026
112,Dera Bassi ,NARINDER KUMAR SHARMA,SAD,70792
112,Dera Bassi ,DEEPINDER SINGH,INC,68871
112,Dera Bassi ,SARABJIT KAUR,AAP,33150
112,Dera Bassi ,GURMEET SINGH,BSP,1268
112,Dera Bassi ,DHARMINDER KUMAR,SHI,892
112,Dera Bassi ,AMRIK SINGH,APP,562
112,Dera Bassi ,VINOD KUMAR SHARMA,IND,473
112,Dera Bassi ,MANJU KAUSHAL,SAKP,449
112,Dera Bassi ,MAAN SINGH,IND,338
112,Dera Bassi ,None of the Above,NOTA,1345
113,Ghanaur,THEKEDAR MADAN LAL JALALPUR,INC,65965
113,Ghanaur,HARPREET KAUR MUKHMAILPUR,SAD,29408
113,Ghanaur,ANU RANDHAWA,AAP,23188
113,Ghanaur,ANUPINDER KAUR SANDHU,IND,2833
113,Ghanaur,JAGJEET SINGH,BSP,1275
113,Ghanaur,GURSEWAK SINGH,DSP,1131
113,Ghanaur,BALJIT SINGH,JJJKP,462
113,Ghanaur,SURINDER KAUR,IND,388
113,Ghanaur,None of the Above,NOTA,829
114,Sanour ,HARINDER PAL SINGH CHANDUMAJRA,SAD,58867
114,Sanour ,HARINDER PAL SINGH MANN,INC,53997
114,Sanour ,KULDEEP KAUR TOHRA,AAP,33179
114,Sanour ,HARMEET SINGH PATHAN MAJRA,IND,11687
114,Sanour ,MOHAN LAL,IND,1018
114,Sanour ,RAJINDER SINGH PAWAR,IND,835
114,Sanour ,GURPINDER SINGH CHHINA,BSP,701
114,Sanour ,LAKHWINDER SINGH SANAUR,IND,650
114,Sanour ,PURAN CHAND VARTIA,IND,468
114,Sanour ,BHUPINDER SINGH MASSINGAN,SADM,403
114,Sanour ,KULDIP KAUR,IND,360
114,Sanour ,RAJINDER SINGH,SHI,358
114,Sanour ,TARSEM SINGH KHATKAR,IND,339
114,Sanour ,RAMESH SINGH,CPIM,317
114,Sanour ,GURPREET SINGH,IND,317
114,Sanour ,KULWANT KAUR BHUNERHERI,IND,185
114,Sanour ,GURVINDER SINGH,IND,181
114,Sanour ,GURMAIL SINGH,BMP,160
114,Sanour ,None of the Above,NOTA,769
115,Patiala ,AMARINDER SINGH,INC,72586
115,Patiala ,DR.BALBIR SINGH,AAP,20179
115,Patiala ,JOGINDER JASWANT SINGH,SAD,11677
115,Patiala ,KSHAMA KANT PANDEY,HSS,291
115,Patiala ,SARBJIT SINGH,IND,248
115,Patiala ,AKSHNINDER SINGH,APP,227
115,Patiala ,None of the Above,NOTA,1090
116,Samana,RAJINDER SINGH,INC,62551
116,Samana,SURJIT SINGH RAKHRA,SAD,52702
116,Samana,JAGTAR SINGH RAJLA,AAP,28884
116,Samana,RAJINDER SINGH,SADM,1854
116,Samana,DAVINDER SINGH DHIMAN,BSP,1084
116,Samana,AJAIB SINGH BATHOI,IND,501
116,Samana,RAJINDER SINGH,IND,348
116,Samana,JASPAL SINGH,IND,250
116,Samana,None of the Above,NOTA,1052
117,Shutrana ,NIRMAL SINGH,INC,58008
117,Shutrana ,VANINDER KAUR LOOMBA,SAD,39488
117,Shutrana ,PALWINDER KAUR,AAP,32037
117,Shutrana ,AMARJIT SINGH,SADM,1671
117,Shutrana ,BIRA SINGH,IND,1602
117,Shutrana ,SARDEEP SINGH,BSP,1229
117,Shutrana ,NARANJAN SINGH,CPI,896
117,Shutrana ,PARMINDER SINGH,IND,693
117,Shutrana ,NIRMAL SINGH,IND,563
117,Shutrana ,BALDEV RAM,AITC,549
117,Shutrana ,KULWINDER SINGH,DSP,504
117,Shutrana ,GURJANT SINGH,IND,268
117,Shutrana ,NARINDER,IND,254
117,Shutrana ,None of the Above,NOTA,877
