AC_NO,AC_NAME,NAME,PARTY,VOTES
1,Sujanpur ,DINESH SINGH,BJP,48910
1,Sujanpur ,AMIT SINGH,INC,30209
1,Sujanpur ,NARESH PURI,IND,28675
1,Sujanpur ,NATHA SINGH,RMPI,10581
1,Sujanpur ,KULBHUSHAN SINGH,AAP,2831
1,Sujanpur ,KARNAIL CHAND,BSP,1083
1,Sujanpur ,ROMESH SINGH JASROTIA,APP,908
1,Sujanpur ,SAURAB DUBEY,SHI,701
1,Sujanpur ,GURU DUTT SHARMA,IND,463
1,Sujanpur ,None of the Above,NOTA,1008
2,Bhoa,JOGINDER PAL,INC,67865
2,Bhoa,SEEMA KUMARI,BJP,40369
2,Bhoa,LAL CHAND KATARUCHAK,RMPI,13353
2,Bhoa,AMARJEET SINGH,AAP,3767
2,Bhoa,MAHASHA VINOD KUMAR,IND,750
2,Bhoa,CHAIN SINGH,BSP,695
2,Bhoa,BALBIR RAM FATEHPURIA,IND,657
2,Bhoa,MASTER SAMPURAN SINGH SAIDIPUR,AITC,643
2,Bhoa,BALBIR SINGH,HUP,465
2,Bhoa,LUBHAYA RAM,IND,458
2,Bhoa,ANIKA RAY,APP,367
2,Bhoa,DHARMINDER KUMAR,IND,358
2,Bhoa,SURINDER KUMAR KALOTRA,IND,302
2,Bhoa,DALIP SINGH SURAJVANSHI ADVOCATE,IND,221
2,Bhoa,BOBBY SANDHU,SHI,219
2,Bhoa,GEETA,IND,148
2,Bhoa,None of the Above,NOTA,454
3,Pathankot,AMIT,INC,56383
3,Pathankot,ASHWANI KUMAR,BJP,45213
3,Pathankot,RAJ KUMAR,AAP,6036
3,Pathankot,ASHOK SHARMA,IND,703
3,Pathankot,ANKUR KHAJURIA,BSP,470
3,Pathankot,SAT PAL,SHI,352
3,Pathankot,RAMAN PAL,IND,277
3,Pathankot,SUNITA DEVI,APP,185
3,Pathankot,RAVI KUMAR,HUP,176
3,Pathankot,KIRAN BALA,HSS,151
3,Pathankot,None of the Above,NOTA,907
4,Gurdaspur ,BARINDERMEET SINGH PAHRA,INC,67709
4,Gurdaspur ,GURBACHAN SINGH BABEHALI,SAD,38753
4,Gurdaspur ,AMARJIT SINGH CHAHAL,AAP,6949
4,Gurdaspur ,SUCHA SINGH CHHOTEPUR,APP,1740
4,Gurdaspur ,SANDEEP KUMAR,HSS,618
4,Gurdaspur ,MAJOR SOM NATH,BSP,564
4,Gurdaspur ,PANKAJ,HUP,270
4,Gurdaspur ,SWARANJIT SINGH,IND,194
4,Gurdaspur ,None of the Above,NOTA,593
5,Dina Nagar,ARUNA CHAUDHARY,INC,72176
5,Dina Nagar,BISHAN DASS,BJP,40259
5,Dina Nagar,JOGINDER SINGH,AAP,10258
5,Dina Nagar,SUBASH CHANDER,CPI,2937
5,Dina Nagar,RAJ KUMAR,IND,1436
5,Dina Nagar,SARWAN SINGH,APP,735
5,Dina Nagar,RAJ KUMAR,BSP,584
5,Dina Nagar,KASHMIR CHAND,IND,514
5,Dina Nagar,RAJINDER KUMAR,HUP,395
5,Dina Nagar,None of the Above,NOTA,1231
6,Qadian,FATEHJANG SINGH BAJWA,INC,62596
6,Qadian,SEWA SINGH,SAD,50859
6,Qadian,KANWAL PREET SINGH,AAP,14657
6,Qadian,MOHINDER SINGH,BSP,518
6,Qadian,GURBACHAN SINGH,SADM,436
6,Qadian,KULWANT SINGH,IND,406
6,Qadian,ABHIJIT DUGAL,IND,303
6,Qadian,VIJAY KUMAR,CPIML,293
6,Qadian,CHARANJIT KAUR,IND,276
6,Qadian,ROHIT GUPTA,HSS,232
6,Qadian,KULWANT SINGH,APP,215
6,Qadian,RAMAN KUMAR,HUP,85
6,Qadian,None of the Above,NOTA,953
7,Batala ,LAKHBIR SINGH LODHINANGAL,SAD,42517
7,Batala ,ASHWANI SEKHRI,INC,42032
7,Batala ,GURPREET SINGH GHUGGI,AAP,34302
7,Batala ,INDER SEKHRI,APP,691
7,Batala ,GURPREET SINGH GHULLI,IND,622
7,Batala ,BAKHSHIS SINGH,BSP,546
7,Batala ,SANJEEV KUMAR MALHAN,IND,444
7,Batala ,ANIL MAHAJAN,IND,357
7,Batala ,AVTAR SINGH,CPIM,356
7,Batala ,LAKHBIR SINGH,IND,243
7,Batala ,ASHWANI KUMAR,IND,226
7,Batala ,SANTOSH KUMAR,IND,197
7,Batala ,ASHWANI KUMAR SHAKRI,IND,168
7,Batala ,None of the Above,NOTA,713
8,Sri Hargobindpur ,BALWINDER SINGH,INC,57489
8,Sri Hargobindpur ,MANJIT SINGH,SAD,39424
8,Sri Hargobindpur ,AMARPAL SINGH,AAP,24294
8,Sri Hargobindpur ,OM PARKASH,APP,889
8,Sri Hargobindpur ,GURMEET SINGH,BSP,653
8,Sri Hargobindpur ,SARABJIT SINGH,IND,560
8,Sri Hargobindpur ,SIKANDER SINGH,IND,388
8,Sri Hargobindpur ,None of the Above,NOTA,827
9,Fatehgarh Churian ,TRIPT RAJINDER SINGH BAJWA,INC,54348
9,Fatehgarh Churian ,NIRMAL SINGH KAHLON,SAD,52349
9,Fatehgarh Churian ,GURVINDER SINGH SHAMPURA,AAP,14665
9,Fatehgarh Churian ,GULZAR SINGH,CPIML,857
9,Fatehgarh Churian ,AMARJIT SINGH,BSP,605
9,Fatehgarh Churian ,PETER MASIH,APP,526
9,Fatehgarh Churian ,MANPREET SINGH,IND,206
9,Fatehgarh Churian ,None of the Above,NOTA,489
10,Dera Baba  Nanak ,SUKHJINDER SINGH RANDHAWA,INC,60385
10,Dera Baba  Nanak ,SUCHA SINGH LANGAH,SAD,59191
10,Dera Baba  Nanak ,GURPARTAP SINGH KHUSHALPUR,AAP,17222
10,Dera Baba  Nanak ,DEEPINDER SINGH,APP,1249
10,Dera Baba  Nanak ,SUKHWINDER SINGH,IND,627
10,Dera Baba  Nanak ,DOMINIC MATTU,IND,514
10,Dera Baba  Nanak ,DORTHI,IND,301
10,Dera Baba  Nanak ,JASBIR SINGH,BSP,267
10,Dera Baba  Nanak ,BALJIT SINGH,AITC,167
10,Dera Baba  Nanak ,SURJIT SINGH,HUP,112
10,Dera Baba  Nanak ,None of the Above,NOTA,961
11,Ajnala ,HARPARTAP SINGH,INC,61378
11,Ajnala ,AMARPAL SINGH BONY AJNALA,SAD,42665
11,Ajnala ,RAJPREET SINGH,AAP,12749
11,Ajnala ,BALWINDER SINGH,BSP,860
11,Ajnala ,RATTAN SINGH,IND,502
11,Ajnala ,GURNAM SINGH,RMPI,411
11,Ajnala ,DHANWANT SINGH,IND,404
11,Ajnala ,AMRIK SINGH,SADM,380
11,Ajnala ,NIRMAL SINGH,IND,308
11,Ajnala ,PAWAN SAREEN,SHI,264
11,Ajnala ,RABART MASIH,APP,262
11,Ajnala ,SATNAM SINGH,BSPA,218
11,Ajnala ,KULWINDER SINGH,IND,168
11,Ajnala ,SUKHDEV SINGH BABA,IND,145
11,Ajnala ,HARPREET SINGH,BMP,132
11,Ajnala ,None of the Above,NOTA,641
12,Raja Sansi ,SUKHBINDER SINGH SARKARIA,INC,59628
12,Raja Sansi ,VIR SINGH LOPOKE,SAD,53901
12,Raja Sansi ,JAGJOT SINGH DHILLON,AAP,13213
12,Raja Sansi ,VIRSA SINGH,RMPI,1040
12,Raja Sansi ,SARDOOL SINGH,DPIA,824
12,Raja Sansi ,LAKHBIR SINGH,BSP,819
12,Raja Sansi ,SHARANJIT SINGH,IND,478
12,Raja Sansi ,YADWINDER SINGH,IND,424
12,Raja Sansi ,BALWINDER SINGH,IND,416
12,Raja Sansi ,KULWANT SINGH,APP,348
12,Raja Sansi ,None of the Above,NOTA,917
13,Majitha ,BIKRAM SINGH MAJITHIA,SAD,65803
13,Majitha ,SUKHJINDER RAJ SINGH (LALLI),INC,42919
13,Majitha ,HIMMAT SINGH SHERGILL,AAP,10252
13,Majitha ,SURJIT SINGH,BSP,700
13,Majitha ,KULWANT SINGH,SADM,657
13,Majitha ,HIMMAT SINGH,IND,457
13,Majitha ,WARYAM SINGH,IND,257
13,Majitha ,GAGANDEEP KUMAR,IND,224
13,Majitha ,SUKHJINDER SINGH,IND,221
13,Majitha ,SUKHJINDER SINGH TANEL,IND,194
13,Majitha ,None of the Above,NOTA,924
14,Jandiala ,SUKHWINDER SINGH DANNY BANDALA,INC,53042
14,Jandiala ,DALBIR SINGH,SAD,34620
14,Jandiala ,HARBHAJAN SINGH E. T. O.,AAP,33912
14,Jandiala ,SATPAL SINGH PAKHOKE,BSP,814
14,Jandiala ,HARDEEP SINGH,BSPA,679
14,Jandiala ,VIKRAMJIT SINGH,DPIA,669
14,Jandiala ,HARBHAJAN SINGH JANDIALA,IND,581
14,Jandiala ,DALIP SINGH,APP,491
14,Jandiala ,None of the Above,NOTA,843
15,Amritsar North,SUNIL DUTTI,INC,59212
15,Amritsar North,ANIL JOSHI,BJP,44976
15,Amritsar North,MANISH AGGARWAL,AAP,10966
15,Amritsar North,MANJIT SINGH,BSP,603
15,Amritsar North,ROOP LAL,IND,205
15,Amritsar North,SUSHIL KUMAR,ABSD,203
15,Amritsar North,PARBODH CHANDER BALI,IND,184
15,Amritsar North,BAL KRISHAN SHARMA,IND,162
15,Amritsar North,RAHUL KHOSLA,HSS,155
15,Amritsar North,GAURAV MEHRA,SLDP,151
15,Amritsar North,MANISH SHRIDHAR,APP,133
15,Amritsar North,SARABJIT SINGH,IND,103
15,Amritsar North,JEEWAN,IND,59
15,Amritsar North,None of the Above,NOTA,972
16,Amritsar West,RAJ KUMAR VERKA,INC,52271
16,Amritsar West,RAKESH GILL,BJP,25424
16,Amritsar West,BALWINDER SINGH SAHOTA,AAP,24731
16,Amritsar West,GURNAM KAUR,CPI,1725
16,Amritsar West,JASWANT SINGH,BSP,847
16,Amritsar West,SATNAM SINGH,ABSD,409
16,Amritsar West,BALWINDER SINGH,DSP,407
16,Amritsar West,LAKHBIR SINGH,SLDP,292
16,Amritsar West,KULWANT SINGH,APP,255
16,Amritsar West,ANKUSH,IND,202
16,Amritsar West,SHAM LAL GANDHIWADI,DCP,177
16,Amritsar West,None of the Above,NOTA,810
17,Amritsar Central,OM PARKASH SONI,INC,51242
17,Amritsar Central,TARUN CHUGH,BJP,30126
17,Amritsar Central,AJAY GUPTA,AAP,7171
17,Amritsar Central,RAJESH KUMAR,BSP,500
17,Amritsar Central,AVTAR SINGH,IND,182
17,Amritsar Central,SIKANDER,IND,164
17,Amritsar Central,ASHOK KUMAR,DSP,162
17,Amritsar Central,KESHAV KOHLI,APP,134
17,Amritsar Central,OM PARKASH,IND,108
17,Amritsar Central,None of the Above,NOTA,919
18,Amritsar East,NAVJOT SINGH SIDHU,INC,60477
18,Amritsar East,RAJESH KUMAR HONEY,BJP,17668
18,Amritsar East,SARABJOT SINGH DHANJAL,AAP,14715
18,Amritsar East,MANDEEP SINGH MANNA,IND,1863
18,Amritsar East,BALDEV SINGH,CPI,1586
18,Amritsar East,TARSEM SINGH,BSP,1237
18,Amritsar East,SUKHWINDER SINGH,IND,311
18,Amritsar East,NARINDER SINGH,APP,288
18,Amritsar East,SANDEEP SINGH,RPIA,165
18,Amritsar East,AMITA,DPIA,150
18,Amritsar East,GURJIT KAUR,IND,145
18,Amritsar East,PARMINDER KAUR,IND,141
18,Amritsar East,SANT BALDEV SINGH RATHOR,ABSD,138
18,Amritsar East,TARSEM LAL,BMP,130
18,Amritsar East,AMARJIT SINGH,IND,113
18,Amritsar East,None of the Above,NOTA,537
19,Amritsar South,INDERBIR SINGH BOLARIA,INC,47581
19,Amritsar South,INDERBIR SINGH NIJJAR,AAP,24923
19,Amritsar South,GURPARTAP SINGH TIKKA,SAD,16596
19,Amritsar South,MANINDER PAL SINGH PALASOUR,IND,1343
19,Amritsar South,LAKHWINDER SINGH,CPI,726
19,Amritsar South,SUSHIL KUMAR,BSP,446
19,Amritsar South,DR. SUBA SINGH,DSP,249
19,Amritsar South,KULDIP SINGH,APP,219
19,Amritsar South,SARABJIT SINGH,IND,219
19,Amritsar South,DEEPAK,IND,141
19,Amritsar South,DALVIR KAUR,IND,110
19,Amritsar South,AMARJIT SINGH,IND,85
19,Amritsar South,None of the Above,NOTA,723
20,Attari ,TARSEM SINGH D.C.,INC,55335
20,Attari ,GULZAR SINGH RANIKE,SAD,45133
20,Attari ,JASWINDER SINGH JAHANGIR,AAP,22558
20,Attari ,GURDEEP SINGH,CPI,2581
20,Attari ,SUKHWANTJIT KAUR,BSP,1088
20,Attari ,SARBJIT KUMAR,BSPA,492
20,Attari ,MANJIT SINGH,SLDP,449
20,Attari ,JAGTAR SINGH GILL,DSP,431
20,Attari ,MANGAT SINGH,IND,426
20,Attari ,MOHINDER SINGH,DPIA,385
20,Attari ,HARDEV SINGH,APP,340
20,Attari ,None of the Above,NOTA,900
21,Tarn Taran ,DR. DHARAMBIR AGNIHOTRI,INC,59794
21,Tarn Taran ,HARMEET SINGH SANDHU,SAD,45165
21,Tarn Taran ,KARTAR SINGH PEHALWAN,AAP,22950
21,Tarn Taran ,SUKHDEV SINGH,CPIM,1115
21,Tarn Taran ,GURJINDER SINGH,SADM,992
21,Tarn Taran ,GURWINDER SINGH,APP,732
21,Tarn Taran ,ANANTJIT SINGH,BSP,554
21,Tarn Taran ,BALBIR SINGH TIRATH PADHRI,BSPA,433
21,Tarn Taran ,None of the Above,NOTA,838
22,Khem Karan,SUKHPAL SINGH BHULLAR,INC,81897
22,Khem Karan,VIRSA SINGH,SAD,62295
22,Khem Karan,BIKRAMAJIT SINGH,AAP,6568
22,Khem Karan,DALJIT SINGH,RMPI,1665
22,Khem Karan,HARJINDER SINGH,IND,595
22,Khem Karan,None of the Above,NOTA,1484
23,Patti ,HARMINDER SINGH GILL,INC,64617
23,Patti ,ADESH PARTAP SINGH KAIRON,SAD,56254
23,Patti ,RANJIT SINGH CHEEMA,AAP,18489
23,Patti ,AVTAR SINGH,BSP,762
23,Patti ,KARTAR SINGH,IND,577
23,Patti ,HARJINDER SINGH,IND,547
23,Patti ,SUKHWANT SINGH VIRDI CHUSLEWAR,IND,477
23,Patti ,BHUPINDER SINGH,SADM,470
23,Patti ,JATINDER SINGH PANNU,BSPA,462
23,Patti ,None of the Above,NOTA,758
24,Khadoor Sahib,RAMANJEET SINGH SAHOTA SIKKI,INC,64666
24,Khadoor Sahib,RAVINDER SINGH BRAHAMPURA,SAD,47611
24,Khadoor Sahib,BHUPINDER SINGH,AAP,28644
24,Khadoor Sahib,BALDEV SINGH DHUNDA,CPI,1756
24,Khadoor Sahib,KARAM SINGH BHOIAN,SADM,1257
24,Khadoor Sahib,DYAL SINGH,BSP,770
24,Khadoor Sahib,DALJIT SINGH,APP,457
24,Khadoor Sahib,BAGGA SINGH,IND,381
24,Khadoor Sahib,None of the Above,NOTA,820
25,Baba Bakala ,SANTOKH SINGH,INC,45965
25,Baba Bakala ,DALBIR SINGH TONG,AAP,39378
25,Baba Bakala ,MALKIAT SINGH,SAD,38265
25,Baba Bakala ,AMRIK SINGH,RMPI,2925
25,Baba Bakala ,BALJIT SINGH BHATTI,APP,1174
25,Baba Bakala ,KAMALJIT SINGH,DSP,1071
25,Baba Bakala ,SWINDER SINGH,BSP,974
25,Baba Bakala ,None of the Above,NOTA,876
26,Bholath ,SUKHPAL SINGH KHAIRA,AAP,48873
26,Bholath ,YUVRAJ BHUPINDER SINGH,SAD,40671
26,Bholath ,RANJIT SINGH RANA,INC,5923
26,Bholath ,RAJINDER SINGH FAUJI,SADM,708
26,Bholath ,SATPAL,BSP,513
26,Bholath ,GURBINDER SINGH,APP,403
26,Bholath ,GURDEEP SINGH,DBSP,176
26,Bholath ,SATPAL KIMTI,DPIA,170
26,Bholath ,RAMAN KUMAR,NCP,124
26,Bholath ,None of the Above,NOTA,379
27,Kapurthala ,RANA GURJIT SINGH,INC,56378
27,Kapurthala ,ADVOCATE PARAMJIT SINGH,SAD,27561
27,Kapurthala ,SUKHWANT SINGH PADDA,AAP,18076
27,Kapurthala ,MANOJ KUMAR NAHAR,BSPA,1115
27,Kapurthala ,NARINDER  SINGH,SADM,605
27,Kapurthala ,SANDEEP BAJAJ,IND,557
27,Kapurthala ,SATISH KUMAR NAHAR,RKSP,392
27,Kapurthala ,KULWANT SINGH,IND,202
27,Kapurthala ,None of the Above,NOTA,654
28,Sultanpur Lodhi ,NAVTEJ SINGH CHEEMA,INC,41843
28,Sultanpur Lodhi ,UPINDERJIT KAUR,SAD,33681
28,Sultanpur Lodhi ,SAJJAN SINGH CHEEMA,AAP,28017
28,Sultanpur Lodhi ,PIYARA SINGH JAINPURI,BSP,1049
28,Sultanpur Lodhi ,BALDEV SINGH,RMPI,885
28,Sultanpur Lodhi ,BALWANT SINGH SULTANPURI,BSPA,806
28,Sultanpur Lodhi ,NIRMAL SINGH,IND,557
28,Sultanpur Lodhi ,MUKHTIYAR SINGH,SADM,397
28,Sultanpur Lodhi ,LAKHWINDER SINGH DESAL,IND,296
28,Sultanpur Lodhi ,GURJOT SINGH,IND,169
28,Sultanpur Lodhi ,SURAT SINGH,APP,166
28,Sultanpur Lodhi ,None of the Above,NOTA,616
29,Phagwara ,SOM PARKASH,BJP,45479
29,Phagwara ,JOGINDER SINGH MANN,INC,43470
29,Phagwara ,JARNAIL NANGAL,AAP,32374
29,Phagwara ,SURINDER DHANDA,BSP,6160
29,Phagwara ,ASHWANI KUMAR SAHOTA,IND,498
29,Phagwara ,TIRATH RAM,BMP,399
29,Phagwara ,TULSI RAM KHOSLA,BSPA,375
29,Phagwara ,None of the Above,NOTA,1094
30,Phillaur ,BALDEV SINGH KHAIRA,SAD,41336
30,Phillaur ,VIKRAMJIT SINGH CHAUDHARY,INC,37859
30,Phillaur ,SAROOP SINGH KADIANA,AAP,35779
30,Phillaur ,AVTAR SINGH KARIMPURI,BSP,28035
30,Phillaur ,PARMJIT RANDHAWA,RMPI,1857
30,Phillaur ,SANJAY KUMAR SHALU,LIP,401
30,Phillaur ,BALWINDER SINGH,BRVP,399
30,Phillaur ,YADWINDER SINGH,IND,365
30,Phillaur ,None of the Above,NOTA,953
31,Nakodar ,GURPRATAP SINGH WADALA,SAD,56241
31,Nakodar ,SARWAN SINGH HAYER,AAP,37834
31,Nakodar ,JAGBIR SINGH BRAR,INC,35633
31,Nakodar ,TARANPAL SINGH,BSP,8284
31,Nakodar ,GURBINDER SINGH ATWAL,IND,1664
31,Nakodar ,SANTOKH SINGH BILGA,RMPI,1517
31,Nakodar ,INDERJIT KAUR,BSPA,465
31,Nakodar ,KUSUM SHARMA,IND,353
31,Nakodar ,GURMAIL SINGH KALER,APP,292
31,Nakodar ,None of the Above,NOTA,1039
32,Shahkot ,AJIT SINGH KOHAR,SAD,46913
32,Shahkot ,HARDEV SINGH LADI,INC,42008
32,Shahkot ,AMARJIT SINGH MEHATPUR,AAP,41010
32,Shahkot ,CHARANJIT KUMAR NAHAR,BSP,952
32,Shahkot ,BACHITTAR SINGH,CPIM,903
32,Shahkot ,GURBAX KAUR,IND,684
32,Shahkot ,TARA SINGH GILL,BSPA,644
32,Shahkot ,SULAKHAN SINGH,SADM,547
32,Shahkot ,HARSHDEEP SINGH SANDHU,APP,325
32,Shahkot ,GURCHARAN SINGH,IKL,299
32,Shahkot ,PAL SINGH,AITC,222
32,Shahkot ,None of the Above,NOTA,849
33,Kartarpur ,CHAUDHARY SURINDER SINGH,INC,46729
33,Kartarpur ,SETH SAT PAUL,SAD,40709
33,Kartarpur ,CHANDER KUMAR GREWAL,AAP,29981
33,Kartarpur ,BALWINDER KUMAR,BSP,5208
33,Kartarpur ,KASHMIR SINGH GHUGSHORE,IND,1383
33,Kartarpur ,LUBHAYA RAM THAPAR,IND,290
33,Kartarpur ,GURMUKH SINGH  KHOSLA,DBSP,270
33,Kartarpur ,EX. SUB. HARI SINGH,IND,246
33,Kartarpur ,PARAMJOT GILL,BSPA,167
33,Kartarpur ,USHA MAHI,IND,164
33,Kartarpur ,BALVIR KAUR,RKSP,117
33,Kartarpur ,None of the Above,NOTA,1086
34,Jalandhar West,SUSHIL KUMAR RINKU,INC,53983
34,Jalandhar West,MAHINDER PAL BHAGAT,BJP,36649
34,Jalandhar West,DARSHAN LAL BHAGAT,AAP,15364
34,Jalandhar West,SURINDER MAHEY,IND,1345
34,Jalandhar West,PARAMJEET MALL,BSP,1099
34,Jalandhar West,SUBHASH GORIA,SHI,760
34,Jalandhar West,JUGAL KISHORE,APP,239
34,Jalandhar West,None of the Above,NOTA,1155
35,Jalandhar Central,RAJINDER BERI,INC,55518
35,Jalandhar Central,MANORANJAN KALIA,BJP,31440
35,Jalandhar Central,DR. SANJIV SHARMA,AAP,15269
35,Jalandhar Central,MADAN BHATTI,BSP,1261
35,Jalandhar Central,TARANDIP SINGH,AITC,529
35,Jalandhar Central,PARMINDER SINGH CHEEMA,SADM,312
35,Jalandhar Central,ROHIT JOSHI,SHI,309
35,Jalandhar Central,RANVIR SINGH,NCP,271
35,Jalandhar Central,RAJESHWAR KUMAR,IND,254
35,Jalandhar Central,VIKRAM KULJIT SINGH,KYP,140
35,Jalandhar Central,None of the Above,NOTA,1044
36,Jalandhar North,AVTAR SINGH JUNIOR,INC,69715
36,Jalandhar North,K D BHANDARI,BJP,37424
36,Jalandhar North,GULSHAN SHARMA,AAP,13386
36,Jalandhar North,HARDWARI LAL,BSP,1506
36,Jalandhar North,GAURAV LUTHRA,IND,240
36,Jalandhar North,SURINDER SINGH ARORA,NCP,219
36,Jalandhar North,NARESH GUPTA,APP,208
36,Jalandhar North,ANTARJOT SINGH,KYP,198
36,Jalandhar North,ANIL KUMAR SINGH,IND,157
36,Jalandhar North,KEWAL BHATTI,BMP,153
36,Jalandhar North,KEWAL SINGH BHASULLA,HSS,103
36,Jalandhar North,None of the Above,NOTA,1182
37,Jalandhar Cantt.,PARGAT SINGH POWAR,INC,59349
37,Jalandhar Cantt.,SARABJIT SINGH MAKKAR,SAD,30225
37,Jalandhar Cantt.,HARKRISHAN SINGH WALIA,AAP,25912
37,Jalandhar Cantt.,Amrik Bagri,BSP,7987
37,Jalandhar Cantt.,DHARAM PAL,BSPA,503
37,Jalandhar Cantt.,HARVINDER SINGH,DPI,440
37,Jalandhar Cantt.,GURMUKH SINGH,SADM,346
37,Jalandhar Cantt.,MANJIT SINGH,BRP,325
37,Jalandhar Cantt.,NARINDER SINGH,APP,279
37,Jalandhar Cantt.,None of the Above,NOTA,1445
38,Adampur ,PAWAN KUMAR TINU,SAD,45229
38,Adampur ,MOHINDER SINGH KAYPEE,INC,37530
38,Adampur ,HANS RAJ RANA,AAP,25239
38,Adampur ,SEWA SINGH,BSP,5405
38,Adampur ,GURDIAL BAINS,CPIM,791
38,Adampur ,NIRMAL SINGH BOLINA,SADM,672
38,Adampur ,SURJIT SINGH,BRP,497
38,Adampur ,MANJIT KAUR,JJJKP,252
38,Adampur ,None of the Above,NOTA,621
39,Mukerian ,RAJNISH KUMAR BABBI,INC,56787
39,Mukerian ,ARUNESH KUMAR,BJP,33661
39,Mukerian ,JANGI LAL MAHAJAN,IND,20542
39,Mukerian ,SULAKHAN SINGH,AAP,17005
39,Mukerian ,KARAMJIT SINGH,BSP,2718
39,Mukerian ,GURVATAN SINGH,SADM,1227
39,Mukerian ,DHARMINDER SINGH,RMPI,1173
39,Mukerian ,RAJ MAL,APP,601
39,Mukerian ,SUMITRI DEVI,SHI,524
39,Mukerian ,BHAJAN SINGH,BDP,405
39,Mukerian ,KULDEEP KUMAR,HSS,240
39,Mukerian ,None of the Above,NOTA,1018
40,Dasuya,ARUN DOGRA,INC,56527
40,Dasuya,SUKHJIT KAUR,BJP,38889
40,Dasuya,BALBIR KAUR,AAP,16330
40,Dasuya,JAGMOHAN SINGH,IND,9926
40,Dasuya,JAGPREET SINGH SAHI,BSP,3180
40,Dasuya,PARAMJIT,IND,1310
40,Dasuya,BALDEV SINGH,IND,1024
40,Dasuya,LAWRENCE CHAUDHARY,APP,968
40,Dasuya,SUKHA SINGH,CPI,849
40,Dasuya,CHARANJIT SINGH,DPIA,251
40,Dasuya,SARBJIT SINGH,HSS,244
40,Dasuya,MANJIT SINGH,SPP,128
40,Dasuya,None of the Above,NOTA,1193
41,Urmar ,SANGAT SINGH GILZIAN,INC,51477
41,Urmar ,ARBINDER SINGH RASULPUR,SAD,36523
41,Urmar ,JASVIR SINGH GILL (RAJA),AAP,32445
41,Urmar ,GURBAKHASH SINGH,BSP,1720
41,Urmar ,KULDIP SINGH,SADM,1454
41,Urmar ,VIKAS JASRA,HSS,543
41,Urmar ,VIRENDER KUMAR,APP,385
41,Urmar ,GURDIAL SINGH,BDP,348
41,Urmar ,SUGRIV SINGH,DPIA,341
41,Urmar ,None of the Above,NOTA,839
42,Sham Chaurasi ,PAWAN KUMAR ADIA,INC,46612
42,Sham Chaurasi ,DR. RAVJOT SINGH,AAP,42797
42,Sham Chaurasi ,MOHINDER KAUR JOSH,SAD,24671
42,Sham Chaurasi ,BHAGWAN DASS,BSP,8009
42,Sham Chaurasi ,SATISH LAMBA,APP,498
42,Sham Chaurasi ,KEWAL LAL HEER,BDP,404
42,Sham Chaurasi ,None of the Above,NOTA,898
43,Hoshiarpur ,SUNDER SHAM ARORA,INC,49951
43,Hoshiarpur ,TIKSHAN SUD,BJP,38718
43,Hoshiarpur ,PARAMJIT SINGH SACHDEVA,AAP,27481
43,Hoshiarpur ,SURINDER KUMAR,BSP,4442
43,Hoshiarpur ,MOHINDER SINGH,APP,293
43,Hoshiarpur ,MANINDER PAL,DSP,278
43,Hoshiarpur ,OM PARKASH JAKHU,IND,278
43,Hoshiarpur ,AJIT RAM,BDP,235
43,Hoshiarpur ,SANTOKH SINGH,IND,210
43,Hoshiarpur ,PARAMJIT SINGH,HND,163
43,Hoshiarpur ,JASPREET KAUR,DPIA,130
43,Hoshiarpur ,None of the Above,NOTA,1000
44,Chabbewal ,DR. RAJ KUMAR,INC,57857
44,Chabbewal ,SOHAN SINGH THANDAL,SAD,28596
44,Chabbewal ,RAMAN KUMAR,AAP,20505
44,Chabbewal ,GURLAL SAILA,BSP,5585
44,Chabbewal ,BALWINDER SINGH BITTU,IND,571
44,Chabbewal ,GURNAM SINGH,BDP,566
44,Chabbewal ,SURINDER SINGH,IVD,542
44,Chabbewal ,JAGDISH SINGH,SADM,469
44,Chabbewal ,GURJIT SINGH,APP,285
44,Chabbewal ,None of the Above,NOTA,842
45,Garhshankar ,JAI KRISHAN,AAP,41720
45,Garhshankar ,SURINDER SINGH HEER,SAD,40070
45,Garhshankar ,LOV KUMAR GOLDY,INC,31909
45,Garhshankar ,BAKHSHISH SINGH,BSP,6031
45,Garhshankar ,HARBHAJAN SINGH,CPIM,2217
45,Garhshankar ,SURJIT SINGH RANDHAWA,APP,468
45,Garhshankar ,JAI GOPAL DHIMAN,IND,412
45,Garhshankar ,PASHORA SINGH,SADM,408
45,Garhshankar ,MANJIT SINGH,AITC,379
45,Garhshankar ,SUBHASH CHANDER DHIR,IND,366
45,Garhshankar ,BISHAN DASS,BDP,282
45,Garhshankar ,NIMISHA MEHTA,IND,275
45,Garhshankar ,None of the Above,NOTA,1121
46,Banga,SUKHWINDER KUMAR,SAD,45256
46,Banga,HARJOT,AAP,43363
46,Banga,SATNAM SINGH KAINTH,INC,13408
46,Banga,RAJINDER SINGH,BSP,11874
46,Banga,TARLOCHAN SINGH,IND,6294
46,Banga,PAUL RAM,CPI,986
46,Banga,SARABJIT SINGH,APP,594
46,Banga,None of the Above,NOTA,758
47,Nawanshahr ,ANGAD SINGH,INC,38197
47,Nawanshahr ,JARNAIL SINGH WAHID,SAD,34874
47,Nawanshahr ,CHARANJIT SINGH CHANNI,AAP,32341
47,Nawanshahr ,DR. NACHHATAR PAL,BSP,19578
47,Nawanshahr ,HITESH KUMAR PATHAK,CPIM,881
